Nombre y tensión del nudo;Nº PSS;Código Subestación;Sistema Eléctrico;Comunidad Autónoma;POSICIONES DE GEN/ALM;;;;;;;CRITERIO DE POTENCIA DE CORTOCIRCUITO (WSCR);;;;;;;;;;CRITERIO ESTÁTICO GENERACIÓN;;;;;;;;;CRITERIO ESTÁTICO ALMACENAMIENTO;;;;;;;;;CRITERIO DINÁMICO;;;;;;;;;;SITUACIÓN NUDO CAPACIDAD DE ACCESO OTORGADA;;;;;;;SITUACIÓN NUDO CAPACIDAD DE ACCESO EN CURSO DE TRAMITACIÓN;;;;;;;MARGEN DE CAPACIDAD DE ACCESO TOTAL;;;;CRITERIOS LIMITANTES;;;;CAPACIDAD DE ACCESO NO DISPONIBLE PARA SOLICITUDES A LA RED DE TRANSPORTE Y ACEPTABILIDADES;;;;;CAPACIDAD DE ACCESO DISPONIBLE PARA SOLICITUDES A LA RED DE TRANSPORTE Y ACEPTABILIDADES;;;;;;;;;;;;;;;;;;;;;NTJ;;;;Capacidad reservada para concurso por resolución SEE/posible concurso/NTJ/autoconsumo RDL 6 2022;;;;Motivo de reserva de capacidad de acceso en el nudo;Normativa específica reguladora de la concesión de la capacidad de acceso
;;;;;A red de transporte;;A red de distribución;;Posibilidad de conexión a la RdT;Posibilidad de conexión a la RdD;Posibilidad de conexión;Capacidad de acceso nodal;Binudos;Afección de CS a seguridad del sistema;Margen nodal;Margen Binudo;Margen Binudo';Margen no ocupado;Margen no ocupado';Criterio limitante;¿Existe en la bolsa algún nudo adiccional con capacidad reservada?;Capacidad de acceso nodal; Zona con capacidad compartida a la que pertenece el nudo;Margen nodal;Margen zonal;Margen zonal ';Margen no ocupado;Margen no ocupado';Ámbito limitante (E_Nudo/E_Zona);¿Existe en la bolsa algún nudo adiccional con capacidad reservada?;Capacidad de acceso nodal; Zona con capacidad compartida a la que pertenece el nudo;Margen nodal;Margen zonal;Margen zonal ';Margen no ocupado;Margen no ocupado';Ámbito limitante (E_Nudo/E_Zona);¿Existe en la bolsa algún nudo adiccional con capacidad reservada?;Capacidad de acceso nodal; Zona con capacidad compartida a la que pertenece el nudo;Margen nodal;Margen zonal;Margen zonal';Limitación interna por configuración del nudo;Margen no ocupado;Margen no ocupado';Ámbito limitante  (D_Nudo/D_Zona);¿Existe en la bolsa algún nudo adiccional con capacidad reservada?;Capacidad de acceso otorgada MGE;Capacidad de acceso otorgada MGES;Capacidad de acceso otorgada MPE con afección WSCR;Capacidad de acceso otorgada MPE sin afección WSCR;Capacidad de acceso otorgada MPE;Capacidad de acceso otorgada GEN;Capacidad de acceso otorgada ALM;Capacidad de acceso solicitada en curso y pendiente resolver MGE;Capacidad de acceso solicitada en curso y pendiente resolver MGES;Capacidad de acceso solicitada en curso y pendiente resolver MPE con afección WSCR;Capacidad de acceso solicitada en curso y pendiente resolver MPE sin afección WSCR;Capacidad de acceso solicitada en curso y pendiente resolver MPE;Capacidad de acceso solicitada en curso y pendiente resolver GEN;Capacidad de acceso solicitada en curso y pendiente resolver ALM;Generación;;Almacenamiento;;Generación;;Almacenamiento;;Generación;;Almacenamiento;;Motivo capacidad no disponible;Generación;;;;Almacenamiento;;;;Capacidad de acceso otorgada MGE (Situación M);Capacidad de acceso otorgada MGE (Situación M-1);Diferencia;Capacidad de acceso otorgada MGE durante M;Capacidad liberada MGE durante M;MW solicitados en nudo en 4 años anteriores [MWins];Condición b) 1.º);MW solicitados en 4 años anteriores  en nudos conectados al nudo [MWinst];Condición b) 2.º);NUDOS que cumplen condiciones para convocatoria de concurso;Fecha límite de reserva por posible resolución concurso;Resolución de concurso;Fecha de resolución;NTJ;Concurso celebrado y capacidad asignada;Capacidad de acceso NTJ para MGES RDL 11/2022;Capacidad de acceso NTJ para MPE RDL 11/2022;Generación;;Almacenamiento;;;
SIDEGASA 220;21183;50572;SEPE;Galicia;;;✓;;NO;SI;SI;212; N/A ;  ;212;N/A;N/A;212;212;WSCR_Nudo;N/A;270;E2_SEPE;-21;1048;1048;0;0;Est_Gen_Nudo;NO;270;E2_SEPE;-21;1510;1510;0;0;Est_Alm_Nudo;NO;811; D10_SEPE ;520;-1022;-1430;N/A;0;0;D_Zona;SI;291;84;0;207;207;291;0;0;0;0;0;0;0;0;0;0;0;0;Est_Gen_Nudo/D_Zona;Est_Gen_Nudo/D_Zona;Est_Alm_Nudo/D_Zona;Est_Alm_Nudo/D_Zona;0;0;0;0;;0;0;0;0;0;0;0;0;291;291;0;0;0;0; NO ;9; NO ; NO ;;;;;;;;;;;;;
SIDENOR 220;22202;50573;SEPE;País Vasco;;;✓;;NO;SI;SI;590; N/A ;  ;590;N/A;N/A;590;590;WSCR_Nudo;N/A;361;E282_SEPE;361;361;361;361;361;Est_Gen_Nudo/Est_Gen_Zona;NO;422;E282_SEPE;422;481;481;422;422;Est_Alm_Nudo;NO;980; N/A ;980;N/A;N/A;N/A;980;980;D_Nudo;N/A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;361;361;422;422;Est_Gen_Nudo/Est_Gen_Zona;Est_Gen_Nudo/Est_Gen_Zona;Est_Alm_Nudo;Est_Alm_Nudo;361;361;422;422;Concurso por resolución SEE. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0; NO ;1.358; SI ; NO ;;SI;19/06/2024;;;;;361;361;422;422;Concurso;
SIERO 220;21185;50574;SEPE;Principado de Asturias;;;✓;;NO;SI;SI;445; N/A ;  ;427;N/A;N/A;427;427;WSCR_Nudo;N/A;601;E320_SEPE;246;384;384;246;246;Est_Gen_Nudo;SI;721;E320_SEPE;246;384;384;246;246;Est_Alm_Nudo;SI;1.260; N/A ;785;N/A;N/A;N/A;785;785;D_Nudo;N/A;475;92;18;364;382;97;377;29;0;0;29;29;0;29;246;246;246;246;Est_Gen_Nudo;Est_Gen_Nudo;Est_Alm_Nudo;Est_Alm_Nudo;246;246;246;246;Concurso por resolución SEE. Margen zonal reservado concurso por resolución SEE/posible concurso/NTJ. ;0;0;0;0;0;0;0;0;475;480;-5;0;5;512; SI ;163; NO ; NO ;;SI;26/12/2024;;;;;246;246;246;246;Concurso;
SILLEDA 400;11038;50575;SEPE;Galicia;;✓;;;SI;NO;SI;676; N/A ;  ;497;N/A;N/A;497;497;WSCR_Nudo;N/A;2.172;E306_SEPE;1994;2966;2966;1.994;1.994;Est_Gen_Nudo;NO;2.405;E306_SEPE;2226;4368;4368;2.226;2.226;Est_Alm_Nudo;NO;851; N/A ;673;N/A;N/A;851;673;673;D_Nudo;N/A;179;0;179;0;179;179;0;0;0;0;0;0;0;0;673;497;673;497;D_Nudo;WSCR_Nudo;D_Nudo;WSCR_Nudo;673;497;673;497;Concurso por resolución SEE. ;0;0;0;0;0;0;0;0;179;179;0;0;0;0; NO ;207; NO ; NO ;;SI;29/06/2021;;;;;673;497;673;497;Concurso;
SIMANCAS 220;24246;UFD-50660;SEPE;Comunidad de Madrid;;;✓;;NO;SI;SI;869; N/A ;  ;869;N/A;N/A;869;869;WSCR_Nudo;N/A;534;N/A;534;N/A;N/A;534;534;Est_Gen_Nudo;N/A;696;N/A;696;N/A;N/A;696;696;Est_Alm_Nudo;N/A;698; N/A ;698;N/A;N/A;N/A;698;698;D_Nudo;N/A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;534;534;696;696;Est_Gen_Nudo;Est_Gen_Nudo;Est_Alm_Nudo;Est_Alm_Nudo;0;0;0;0;;0;0;534;534;0;0;696;696;0;0;0;0;0;0; NO ;75; NO ; NO ;;;;;;;;;;;;;
SOBRADELO 220;21190;50576;SEPE;Galicia;✓;;;;SI;NO;SI;419; N/A ;  ;419;N/A;N/A;419;419;WSCR_Nudo;N/A;494;E175_SEPE;455;455;455;455;455;Est_Gen_Zona;NO;552;E175_SEPE;513;462;462;462;462;Est_Alm_Zona;NO;1.258; N/A ;1219;N/A;N/A;N/A;1.219;1.219;D_Nudo;N/A;38;38;0;0;0;38;0;0;0;0;0;0;0;0;455;419;462;419;Est_Gen_Zona;WSCR_Nudo;Est_Alm_Zona;WSCR_Nudo;455;419;462;419;Concurso por resolución SEE. ;0;0;0;0;0;0;0;0;38;38;0;0;0;0; NO ;219; NO ; NO ;;SI;20/08/2021;;;;;455;419;462;419;Concurso;
SOLLER 66;39930;VS-7061;SEB;Islas Baleares;;;✓;;NO;SI;SI;35; N/A ;  ;35;N/A;N/A;35;35;WSCR_Nudo;N/A;82;E14_SEB;82;95;95;82;82;Est_Gen_Nudo;NO;83;E14_SEB;83;97;97;83;83;Est_Alm_Nudo;NO;220; D2_SEB ;220;191;191;N/A;191;191;D_Zona;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82;35;83;35;Est_Gen_Nudo;WSCR_Nudo;Est_Alm_Nudo;WSCR_Nudo;0;0;0;0;;0;0;82;35;0;0;83;35;0;0;0;0;0;0; NO ;111; NO ; NO ;;;;;;;;;;;;;
SOLORZANO 400;11008;50577;SEPE;Cantabria;;;✓;;NO;SI;SI;278; N/A ;  ;278;N/A;N/A;278;278;WSCR_Nudo;N/A;2.999;E73_SEPE;2999;2969;2969;2.969;2.969;Est_Gen_Zona;NO;3.032;E73_SEPE;3032;2969;2969;2.969;2.969;Est_Alm_Zona;NO;2.669; D22_SEPE ;2669;772;772;969;772;772;D_Zona;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;772;278;772;278;D_Zona;WSCR_Nudo;D_Zona;WSCR_Nudo;772;278;772;278;Concurso por resolución SEE. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0; NO ;472; NO ; NO ;;SI;19/06/2024;;;;;772;278;772;278;Concurso;
SOLORZANO 220;21008;50577;SEPE;Cantabria;;✓;✓;;SI;SI;SI;170; N/A ;  ;108;N/A;N/A;108;108;WSCR_Nudo;N/A;596;E73_SEPE, E8_SEPE;548;419;419;419;419;Est_Gen_Zona;SI;610;E73_SEPE, E8_SEPE;548;419;419;419;419;Est_Alm_Zona;SI;969; D22_SEPE ;907;772;0;N/A;772;0;D_Zona;SI;62;0;62;0;62;0;62;0;0;0;0;0;0;0;419;108;419;108;Est_Gen_Zona;WSCR_Nudo;Est_Alm_Zona;WSCR_Nudo;419;108;419;108;Margen zonal reservado concurso por resolución SEE/posible concurso/NTJ. ;0;0;0;0;0;0;0;0;62;62;0;0;0;472; SI ;346; NO ; NO ;;;;;;;;;;;;;
SON MOIX 220;29905;50760;SEB;Islas Baleares;;;;;NO;NO;NO;21; N/A ; Riesgo interacciones ;21;N/A;N/A;21;21;WSCR_Nudo;N/A;478;E10_SEB;478;478;478;478;478;Est_Gen_Nudo/Est_Gen_Zona;NO;535;E10_SEB;535;547;547;535;535;Est_Alm_Nudo;NO;219; N/A ;219;N/A;N/A;N/A;219;219;D_Nudo;N/A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;219;21;219;21;D_Nudo;WSCR_Nudo;D_Nudo;WSCR_Nudo;219;21;219;21;Sin posibilidad de conexión. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0; NO ;185; NO ; NO ;;;;;;;;;;;;;
SON MOIX 66;39905;50760;SEB;Islas Baleares;;;;;NO;NO;NO;58; N/A ; Riesgo interacciones ;58;N/A;N/A;58;58;WSCR_Nudo;N/A;313;E10_SEB;313;478;478;313;313;Est_Gen_Nudo;NO;355;E10_SEB;355;547;547;355;355;Est_Alm_Nudo;NO;219; N/A ;219;N/A;N/A;N/A;219;219;D_Nudo;N/A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;219;58;219;58;D_Nudo;WSCR_Nudo;D_Nudo;WSCR_Nudo;219;58;219;58;Sin posibilidad de conexión. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0; NO ;237; NO ; NO ;;;;;;;;;;;;;
SON OMS 66;39845;50578;SEB;Islas Baleares;;;✓;;NO;SI;SI;131; N/A ; Riesgo interacciones ;101;N/A;N/A;101;101;WSCR_Nudo;N/A;144;N/A;121;N/A;N/A;121;121;Est_Gen_Nudo;N/A;151;N/A;121;N/A;N/A;121;121;Est_Alm_Nudo;N/A;219; N/A ;188;N/A;N/A;N/A;188;188;D_Nudo;N/A;31;0;30;1;31;11;20;0;0;0;0;0;0;0;121;101;121;101;Est_Gen_Nudo;WSCR_Nudo;Est_Alm_Nudo;WSCR_Nudo;0;0;0;0;;0;0;121;101;0;0;121;101;31;31;0;0;0;41; NO ;485; NO ; NO ;;;;;;;;;;;;;
SON ORLANDIS 220;29845;50579;SEB;Islas Baleares;;;;;NO;NO;NO;236; N/A ; Riesgo interacciones ;236;N/A;N/A;236;236;WSCR_Nudo;N/A;295;E11_SEB;295;255;255;255;255;Est_Gen_Zona;NO;434;E11_SEB;434;384;384;384;384;Est_Alm_Zona;NO;219; N/A ;219;N/A;N/A;N/A;219;219;D_Nudo;N/A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;219;219;219;219;D_Nudo;D_Nudo;D_Nudo;D_Nudo;219;219;219;219;Sin posibilidad de conexión. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0; NO ;693; NO ; NO ;;;;;;;;;;;;;
SON ORLANDIS 66;39850;50579;SEB;Islas Baleares;;✓;;;SI;NO;SI;217; N/A ; Riesgo interacciones ;167;N/A;N/A;167;167;WSCR_Nudo;N/A;153;E11_SEB;113;255;255;113;113;Est_Gen_Nudo;NO;234;E11_SEB;184;384;384;184;184;Est_Alm_Nudo;NO;219; D1_SEB ;169;116;116;N/A;116;116;D_Zona;NO;49;0;49;0;49;40;9;98;0;98;0;98;0;98;113;113;116;116;Est_Gen_Nudo;Est_Gen_Nudo;D_Zona;D_Zona;0;0;0;0;;113;113;0;0;116;116;0;0;49;90;-41;0;41;507; SI ;513; SI ; NO ;;;;;;;;;;;;;
SON PARDO 66;39895;50761;SEB;Islas Baleares;;;;✓;NO;SI;SI;149; N/A ; Riesgo interacciones ;149;N/A;N/A;149;149;WSCR_Nudo;N/A;51;N/A;51;N/A;N/A;51;51;Est_Gen_Nudo;N/A;67;N/A;67;N/A;N/A;67;67;Est_Alm_Nudo;N/A;219; N/A ;219;N/A;N/A;N/A;219;219;D_Nudo;N/A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;51;67;67;Est_Gen_Nudo;Est_Gen_Nudo;Est_Alm_Nudo;Est_Alm_Nudo;0;0;0;0;;0;0;51;51;0;0;67;67;0;0;0;0;0;0; NO ;87; NO ; NO ;;;;;;;;;;;;;
SON REUS 220;29895;50580;SEB;Islas Baleares;✓;;;;SI;NO;SI;41; N/A ; Riesgo interacciones ;4;N/A;N/A;4;4;WSCR_Nudo;N/A;347;E12_SEB;166;65;65;65;65;Est_Gen_Zona;NO;386;E12_SEB;168;68;68;68;68;Est_Alm_Zona;NO;218; N/A ;0;N/A;N/A;N/A;0;0;D_Nudo;N/A;649;612;37;0;37;612;37;0;0;0;0;0;0;0;0;0;0;0;D_Nudo;D_Nudo;D_Nudo;D_Nudo;0;0;0;0;;0;0;0;0;0;0;0;0;649;649;0;0;0;185; SI ;0; NO ; NO ;;;;;;;;;;;;;
SON REUS 66;39900;50580;SEB;Islas Baleares;✓;✓;;;SI;NO;SI;69; N/A ; Riesgo interacciones ;0;N/A;N/A;0;0;WSCR_Nudo;N/A;309;E12_SEB;199;65;65;65;65;Est_Gen_Zona;NO;392;E12_SEB;282;68;68;68;68;Est_Alm_Zona;NO;221; N/A ;111;N/A;N/A;N/A;111;111;D_Nudo;N/A;112;43;69;0;69;112;0;0;0;0;0;0;0;0;65;0;68;0;Est_Gen_Zona;WSCR_Nudo;Est_Alm_Zona;WSCR_Nudo;0;0;0;0;;65;0;0;0;68;0;0;0;112;112;0;0;0;0; NO ;238; NO ; NO ;;;;;;;;;;;;;
SOTO DE RIBERA 400;11065;50581;SEPE;Principado de Asturias;✓;;;;SI;NO;SI;1.189; N/A ;  ;1.189;N/A;N/A;1.189;1.189;WSCR_Nudo;N/A;3.191;E70_SEPE;2336;2085;2085;2.085;2.085;Est_Gen_Zona;SI;3.550;E70_SEPE;2695;2421;2421;2.421;2.421;Est_Alm_Zona;SI;1.877; N/A ;1023;N/A;N/A;626;1.023;1.023;D_Nudo;N/A;854;854;0;0;0;854;0;854;854;0;0;0;854;0;1.023;1.023;1.023;1.023;D_Nudo;D_Nudo;D_Nudo;D_Nudo;1.023;1.023;1.023;1.023;Nudo de Transición Justa. Margen zonal reservado concurso por resolución SEE/posible concurso/NTJ. ;0;0;0;0;0;0;0;0;854;854;0;0;0;0; NO ;885; SI ; NO ;;;;SI;;1023;1023;1023;1023;1023;1023;NTJ;
SOTO DE RIBERA 220;21195;50581;SEPE;Principado de Asturias;;;✓;;NO;SI;SI;1.064; N/A ;  ;1.064;N/A;N/A;1.064;1.064;WSCR_Nudo;N/A;1.679;E70_SEPE;1427;2085;2085;1.427;1.427;Est_Gen_Nudo;SI;1.738;E70_SEPE;1464;2421;2421;1.464;1.464;Est_Alm_Nudo;SI;1.244; N/A ;970;N/A;N/A;N/A;970;970;D_Nudo;N/A;274;250;0;24;24;252;22;58;0;0;58;58;13;45;1.036;1.036;1.036;1.036;D_Nudo;D_Nudo;D_Nudo;D_Nudo;1.036;1.036;1.036;1.036;Nudo de Transición Justa. Margen zonal reservado concurso por resolución SEE/posible concurso/NTJ. ;0;0;0;0;0;0;0;0;274;274;0;0;0;58; NO ;951; SI ; NO ;;;;SI;;1036;1036;1036;1036;1036;1036;NTJ;
SS.REYES 400;14105;50582;SEPE;Comunidad de Madrid;;✓;;;SI;NO;SI;1.613; N/A ;  ;1.613;N/A;N/A;1.613;1.613;WSCR_Nudo;N/A;677;E130_SEPE, E131_SEPE;677;677;40;677;40;Est_Gen_Nudo/Est_Gen_Zona;SI;764;E130_SEPE, E131_SEPE;764;764;51;764;51;Est_Alm_Nudo/Est_Alm_Zona;SI;0; N/A ;0;N/A;N/A;0;0;0;D_Nudo;N/A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D_Nudo;D_Nudo;D_Nudo;D_Nudo;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0; NO ;0; NO ; NO ;;;;;;;;;;;;;
SS.REYES 220;24250;50582;SEPE;Comunidad de Madrid;;✓;;;SI;NO;SI;830; W13_SEPE_BIN ;  ;830;1.180;1.180;830;830;WSCR_Nudo;NO;637;E130_SEPE, E162_SEPE_Bin;637;677;677;637;637;Est_Gen_Nudo;NO;713;E130_SEPE, E162_SEPE_Bin;713;764;764;713;713;Est_Alm_Nudo;NO;2.436; D77_SEPE_Bin ;2436;1989;1989;736;1.989;1.989;D_Zona;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;637;637;713;713;Est_Gen_Nudo;Est_Gen_Nudo;Est_Alm_Nudo;Est_Alm_Nudo;637;637;713;713;Concurso por resolución SEE. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0; NO ;30; NO ; NO ;;SI;29/06/2021;;;;;637;637;713;713;Concurso;
SS.REYES (SS.REYES B) 220;64250;50582;SEPE;Comunidad de Madrid;;;;;NO;NO;NO;785; W13_SEPE_BIN ;  ;785;1.180;467;785;467;WSCR_Nudo;SI;1.162;E131_SEPE, E162_SEPE_Bin;1162;1162;524;1.162;524;Est_Gen_Nudo/Est_Gen_Zona;SI;1.297;E131_SEPE, E162_SEPE_Bin;1297;1297;584;1.297;584;Est_Alm_Nudo/Est_Alm_Zona;SI;2.463; D77_SEPE_Bin ;2463;1989;1276;763;1.989;1.276;D_Zona;SI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.162;785;1.297;785;Est_Gen_Nudo/Est_Gen_Zona;WSCR_Nudo;Est_Alm_Nudo/Est_Alm_Zona;WSCR_Nudo;1.162;785;1.297;785;Sin posibilidad de conexión. Margen zonal reservado concurso por resolución SEE/posible concurso/NTJ. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0; NO ;107; NO ; NO ;;;;;;;;;;;;;
SUBIRATS 220;23297;50583;SEPE;Cataluña;;;✓;;NO;SI;SI;489; N/A ;  ;402;N/A;N/A;402;402;WSCR_Nudo;N/A;475;N/A;401;N/A;N/A;401;401;Est_Gen_Nudo;N/A;531;N/A;437;N/A;N/A;437;437;Est_Alm_Nudo;N/A;822; N/A ;728;N/A;N/A;N/A;728;728;D_Nudo;N/A;94;0;87;7;94;74;20;0;0;0;0;0;0;0;401;401;437;402;Est_Gen_Nudo;Est_Gen_Nudo;Est_Alm_Nudo;WSCR_Nudo;0;0;0;0;;0;0;401;401;0;0;437;402;94;94;0;0;0;163; NO ;469; NO ; NO ;;;;;;;;;;;;;
SUIDO 220;21199;50584;SEPE;Galicia;✓;;;;SI;NO;SI;414; N/A ;  ;240;N/A;N/A;240;240;WSCR_Nudo;N/A;762;E328_SEPE;587;618;-599;587;0;Est_Gen_Nudo;SI;812;E328_SEPE;637;788;-545;637;0;Est_Alm_Nudo;SI;891; N/A ;716;N/A;N/A;N/A;716;716;D_Nudo;N/A;175;0;175;0;175;175;0;0;0;0;0;0;0;0;587;240;637;240;Est_Gen_Nudo;WSCR_Nudo;Est_Alm_Nudo;WSCR_Nudo;587;240;637;240;Margen zonal reservado concurso por resolución SEE/posible concurso/NTJ. ;0;0;0;0;0;0;0;0;175;175;0;0;0;0; NO ;116; NO ; NO ;;;;;;;;;;;;;
TABARA 400;12077;50762;SEPE;Castilla y León;;✓;;;SI;NO;SI;728; N/A ;  ;412;N/A;N/A;412;412;WSCR_Nudo;N/A;1.954;N/A;1639;N/A;N/A;1.639;1.639;Est_Gen_Nudo;N/A;2.186;N/A;1871;N/A;N/A;1.871;1.871;Est_Alm_Nudo;N/A;1.183; N/A ;868;N/A;N/A;1.183;868;868;D_Nudo;N/A;316;0;316;0;316;316;0;0;0;0;0;0;0;0;868;412;868;412;D_Nudo;WSCR_Nudo;D_Nudo;WSCR_Nudo;868;412;868;412;Concurso por resolución SEE. ;0;0;0;0;0;0;0;0;316;316;0;0;0;0; NO ;0; NO ; NO ;;SI;29/06/2021;;;;;868;412;868;412;Concurso;
TABERNAS 400;15021;50585;SEPE;Andalucía;✓;;;;SI;NO;SI;956; N/A ;  ;141;N/A;N/A;141;141;WSCR_Nudo;N/A;1.934;E46_SEPE;1118;998;998;998;998;Est_Gen_Zona;SI;2.206;E46_SEPE;1391;1295;1295;1.295;1.295;Est_Alm_Zona;SI;607; N/A ;-208;N/A;N/A;607;0;0;D_Nudo;N/A;815;0;815;0;815;815;0;0;0;0;0;0;0;0;0;0;0;0;D_Nudo;D_Nudo;D_Nudo;D_Nudo;0;0;0;0;;0;0;0;0;0;0;0;0;815;860;-45;0;45;100; NO ;239; NO ; NO ;;SI;29/06/2021;;;;;0;0;0;0;Concurso;
TABERNAS 220;25161;50585;SEPE;Andalucía;✓;;;;SI;NO;SI;400; N/A ;  ;154;N/A;N/A;154;154;WSCR_Nudo;N/A;853;E46_SEPE;608;998;998;608;608;Est_Gen_Nudo;SI;876;E46_SEPE;631;1295;1295;631;631;Est_Alm_Nudo;SI;896; N/A ;651;N/A;N/A;N/A;651;651;D_Nudo;N/A;245;0;245;0;245;245;0;40;0;40;0;40;40;0;608;154;631;154;Est_Gen_Nudo;WSCR_Nudo;Est_Alm_Nudo;WSCR_Nudo;608;154;631;154;Concurso por resolución SEE. Margen zonal reservado concurso por resolución SEE/posible concurso/NTJ. ;0;0;0;0;0;0;0;0;245;245;0;0;0;40; NO ;100; NO ; NO ;;SI;29/06/2021;;;;;608;154;631;154;Concurso;
TABESCAN 220;23315;50586;SEPE;Cataluña;✓;;;;SI;NO;SI;88; N/A ;  ;88;N/A;N/A;88;88;WSCR_Nudo;N/A;190;E209_SEPE, E30_SEPE;190;-553;-553;0;0;Est_Gen_Zona;NO;230;E209_SEPE, E30_SEPE;230;-524;-524;0;0;Est_Alm_Zona;NO;1.181; D11_SEPE ;1181;264;264;N/A;264;264;D_Zona;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Est_Gen_Zona;Est_Gen_Zona;Est_Alm_Zona;Est_Alm_Zona;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0; NO ;0; NO ; NO ;;;;;;;;;;;;;
TABIELLA 220;21200;50587;SEPE;Principado de Asturias;;;✓;;NO;SI;SI;517; N/A ;  ;417;N/A;N/A;417;417;WSCR_Nudo;N/A;1.740;E321_SEPE;1387;1492;1492;1.387;1.387;Est_Gen_Nudo;NO;1.776;E321_SEPE;1387;1492;1492;1.387;1.387;Est_Alm_Nudo;NO;1.257; N/A ;868;N/A;N/A;N/A;868;868;D_Nudo;N/A;389;12;100;277;377;133;257;150;0;0;150;150;0;150;868;417;868;417;D_Nudo;WSCR_Nudo;D_Nudo;WSCR_Nudo;868;417;868;417;Concurso por resolución SEE. ;0;0;0;0;0;0;0;0;389;389;0;0;0;788; SI ;85; NO ; NO ;;SI;19/06/2024;;;;;868;417;868;417;Concurso;
TACORONTE 66;39355;50588;SEC;Canarias;;;✓;;NO;SI;SI;78; N/A ;  ;29;N/A;N/A;29;29;WSCR_Nudo;N/A;110;N/A;64;N/A;N/A;64;64;Est_Gen_Nudo;N/A;112;N/A;64;N/A;N/A;64;64;Est_Alm_Nudo;N/A;57; N/A ;9;N/A;N/A;N/A;9;9;D_Nudo;N/A;48;0;48;0;48;30;18;0;0;0;0;0;0;0;9;9;9;9;D_Nudo;D_Nudo;D_Nudo;D_Nudo;0;0;0;0;;0;0;9;9;0;0;9;9;48;48;0;0;0;135; NO ;81; NO ; NO ;;;;;;;;;;;;;
TAFALLA 220;22245;50589;SEPE;Comunidad Foral de Navarra;✓;✓;✓;;SI;SI;SI;305; N/A ;  ;36;N/A;N/A;36;36;WSCR_Nudo;N/A;892;E196_SEPE, E251_SEPE;555;-435;-435;0;0;Est_Gen_Zona;NO;1.004;E196_SEPE, E251_SEPE;667;22;22;22;22;Est_Alm_Zona;NO;1.185; N/A ;848;N/A;N/A;N/A;848;848;D_Nudo;N/A;337;49;269;19;289;337;0;554;0;540;15;554;10;545;0;0;22;22;Est_Gen_Zona;Est_Gen_Zona;Est_Alm_Zona;Est_Alm_Zona;0;0;0;0;;0;0;0;0;22;22;22;22;337;337;0;0;0;1.760; SI ;2.890; SI ; NO ;;;;;;;;;;;;;
TAGORO 66;39358;50590;SEC;Canarias;✓;✓;;;SI;NO;SI;72; N/A ;  ;29;N/A;N/A;29;29;WSCR_Nudo;N/A;201;E10_SEC;158;-38;-38;0;0;Est_Gen_Zona;NO;205;E10_SEC;162;-21;-21;0;0;Est_Alm_Zona;NO;14; N/A ;-30;N/A;N/A;N/A;0;0;D_Nudo;N/A;43;0;43;0;43;43;0;0;0;0;0;0;0;0;0;0;0;0;Est_Gen_Zona/D_Nudo;Est_Gen_Zona/D_Nudo;Est_Alm_Zona/D_Nudo;Est_Alm_Zona/D_Nudo;0;0;0;0;;0;0;0;0;0;0;0;0;43;43;0;0;0;38; NO ;41; NO ; NO ;;;;;;;;;;;;;
TAJO ENCANTADA 400;15030;50591;SEPE;Andalucía;;✓;;;SI;NO;SI;989; N/A ;  ;532;N/A;N/A;532;532;WSCR_Nudo;N/A;2.370;E56_SEPE;1913;997;997;997;997;Est_Gen_Zona;NO;2.892;E56_SEPE;2435;1081;1081;1.081;1.081;Est_Alm_Zona;NO;647; N/A ;190;N/A;N/A;647;190;190;D_Nudo;N/A;457;0;457;0;457;457;0;2;0;2;0;2;2;0;190;190;190;190;D_Nudo;D_Nudo;D_Nudo;D_Nudo;190;190;190;190;Concurso por resolución SEE. ;0;0;0;0;0;0;0;0;457;457;0;0;0;0; NO ;4.604; SI ; NO ;;SI;03/08/2022;;;;;190;190;190;190;Concurso;
