Totales Territoriales	Comunidades y Ciudades Autónomas	Provincias	Viajeros y pernoctaciones	Residencia: Nivel 1	Residencia: Nivel 2	Periodo	Total
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2008M10	43.959
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2008M09	47.066
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2008M08	54.480
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2008M07	51.873
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2008M06	45.730
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2008M05	46.758
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2008M04	36.520
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2008M03	39.650
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2008M02	36.432
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2008M01	31.135
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2007M12	34.001
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2007M11	42.018
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2007M10	48.240
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2007M09	52.142
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2007M08	58.996
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2007M07	52.739
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2007M06	49.555
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2007M05	46.082
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2007M04	45.125
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2007M03	42.733
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2007M02	30.954
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2007M01	27.395
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2006M12	37.388
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2006M11	42.536
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2006M10	49.004
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2006M09	53.940
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2006M08	68.765
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2006M07	53.911
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2006M06	48.399
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2006M05	46.817
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2006M04	52.149
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2006M03	44.552
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2006M02	33.260
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2006M01	31.304
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2005M12	34.033
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2005M11	43.778
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2005M10	55.896
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2005M09	56.239
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2005M08	69.498
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2005M07	49.876
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2005M06	50.370
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2005M05	52.105
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2005M04	44.317
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2005M03	44.420
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2005M02	35.683
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2005M01	30.220
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2004M12	38.043
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2004M11	41.896
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2004M10	51.587
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2004M09	52.734
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2004M08	60.494
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2004M07	53.708
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2004M06	48.267
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2004M05	47.206
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2004M04	43.446
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2004M03	40.067
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2004M02	38.186
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2004M01	33.383
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2003M12	39.016
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2003M11	49.273
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2003M10	59.310
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2003M09	55.122
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2003M08	60.023
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2003M07	55.931
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2003M06	44.922
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2003M05	47.492
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2003M04	44.093
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2003M03	41.012
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2003M02	32.728
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2003M01	33.602
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2002M12	39.497
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2002M11	43.997
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2002M10	50.707
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2002M09	47.717
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2002M08	57.525
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2002M07	56.176
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2002M06	50.030
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2002M05	53.209
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2002M04	44.260
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2002M03	46.883
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2002M02	39.370
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2002M01	37.008
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2001M12	41.532
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2001M11	47.892
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2001M10	48.279
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2001M09	52.206
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2001M08	51.301
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2001M07	51.542
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2001M06	46.013
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2001M05	47.245
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2001M04	46.938
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2001M03	45.075
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2001M02	40.574
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2001M01	37.412
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2000M12	37.446
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2000M11	42.314
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2000M10	47.688
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2000M09	50.969
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2000M08	51.123
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2000M07	54.377
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2000M06	45.075
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2000M05	44.558
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2000M04	42.162
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2000M03	40.921
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2000M02	33.685
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		2000M01	32.140
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		1999M12	34.738
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		1999M11	37.535
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		1999M10	49.943
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		1999M09	47.940
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		1999M08	56.988
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		1999M07	49.112
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		1999M06	38.807
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		1999M05	41.334
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		1999M04	40.659
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		1999M03	38.110
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		1999M02	31.859
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total		1999M01	31.287
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2026M01	43.812
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2025M12	56.500
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2025M11	57.198
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2025M10	65.144
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2025M09	66.065
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2025M08	82.455
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2025M07	65.755
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2025M06	66.104
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2025M05	65.494
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2025M04	65.180
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2025M03	59.566
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2025M02	45.337
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2025M01	48.833
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2024M12	59.921
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2024M11	60.627
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2024M10	59.582
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2024M09	65.645
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2024M08	78.338
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2024M07	62.497
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2024M06	56.138
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2024M05	56.282
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2024M04	50.247
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2024M03	61.233
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2024M02	43.119
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2024M01	41.031
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2023M12	53.273
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2023M11	53.823
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2023M10	61.601
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2023M09	63.203
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2023M08	79.792
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2023M07	59.786
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2023M06	50.180
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2023M05	47.916
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2023M04	54.406
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2023M03	48.266
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2023M02	40.000
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2023M01	38.834
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2022M12	46.784
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2022M11	46.690
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2022M10	55.261
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2022M09	51.216
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2022M08	70.075
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2022M07	55.786
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2022M06	48.457
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2022M05	48.807
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2022M04	50.651
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2022M03	45.593
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2022M02	35.958
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2022M01	28.243
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2021M12	42.688
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2021M11	43.306
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2021M10	56.836
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2021M09	51.177
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2021M08	80.368
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2021M07	52.436
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2021M06	38.602
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2021M05	27.823
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2021M04	24.402
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2021M03	23.829
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2021M02	13.510
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2021M01	13.164
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2020M12	13.809
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2020M11	14.890
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2020M10	28.207
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2020M09	29.721
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2020M08	41.086
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2020M07	30.502
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2020M06	13.825
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2020M05	3.708
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2020M04	0
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2020M03	17.097
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2020M02	37.775
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2020M01	33.699
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2019M12	45.376
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2019M11	45.532
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2019M10	48.587
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2019M09	49.423
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2019M08	67.404
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2019M07	50.727
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2019M06	46.405
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2019M05	44.736
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2019M04	47.048
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2019M03	43.274
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2019M02	32.452
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2019M01	31.694
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2018M12	45.816
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2018M11	46.069
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2018M10	52.131
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2018M09	52.959
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2018M08	69.347
